,0
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, White, non-Hispanic, Age-adjusted Rate",0.003409403983431186
"Chronic obstructive pulmonary disease among adults, White, non-Hispanic, Crude Prevalence",0.0034145792264788453
"Consumed fruit less than one time daily among adults, White, non-Hispanic, Crude Prevalence",0.0034172796606163785
"Diabetes among adults, White, non-Hispanic, Crude Prevalence",0.0034257157469903786
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Female, Crude Rate",0.003434941981420755
"Chronic obstructive pulmonary disease among adults, White, non-Hispanic, Age-adjusted Prevalence",0.0034482809597714704
"Coronary heart disease mortality among all people, underlying cause, Male, Age-adjusted Rate",0.0034498029984113636
"Coronary heart disease mortality among all people, underlying cause, Age 0-44, Crude Rate",0.003454474871501252
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Overall, Age-adjusted Rate",0.0034630424701047637
"2 or more chronic conditions among adults, Age 45-64, Crude Prevalence",0.0034768886691207285
"Severe joint pain among adults with arthritis, Overall, Age-adjusted Prevalence",0.003491764575509959
"Diabetes among adults, Male, Crude Prevalence",0.0034993772243476456
"High cholesterol among adults who have been screened, Age >=65, Crude Prevalence",0.003503962410090198
"Taking medicine for high cholesterol among adults, Age >=65, Crude Prevalence",0.0035107898312881193
"Diabetes among adults, Overall, Crude Prevalence",0.0035224582002446113
"Coronary heart disease mortality among all people, underlying cause, Age 45-64, Crude Rate",0.003547101633504213
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, White, non-Hispanic, Age-adjusted Rate",0.0035555504128160775
"Coronary heart disease mortality among all people, underlying cause, White, non-Hispanic, Age-adjusted Rate",0.0035627336157006847
"Coronary heart disease mortality among all people, underlying cause, Overall, Age-adjusted Rate",0.0035634092987155484
"Living below 150% of the poverty threshold among all people, Male, Crude Prevalence",0.003565580836455621
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Male, Age-adjusted Rate",0.00360484434273477
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Male, Age-adjusted Rate",0.0036078991144159168
"Taking medicine to control high blood pressure among adults with high blood pressure, Female, Crude Prevalence",0.003613304388157707
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, White, non-Hispanic, Crude Rate",0.003635997228826262
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Overall, Age-adjusted Rate",0.003658237515981534
"High blood pressure among adults, White, non-Hispanic, Crude Prevalence",0.0036600533855278444
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Female, Age-adjusted Rate",0.003670649507590662
"Severe joint pain among adults with arthritis, Male, Crude Prevalence",0.003682502055227079
"High blood pressure among adults, Age 18-44, Crude Prevalence",0.0036892887725593665
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Overall, Crude Rate",0.003705688670045619
"Consumed fruit less than one time daily among adults, Age >=65, Crude Prevalence",0.0037074151705340486
"Living below 150% of the poverty threshold among all people, Overall, Crude Prevalence",0.0037075920694318166
"Coronary heart disease mortality among all people, underlying cause, Female, Age-adjusted Rate",0.0037140085269079127
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Male, Crude Rate",0.0037243403050536477
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Female, Crude Rate",0.0037310662152207274
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Overall, Crude Rate",0.00374121186004171
"Taking medicine to control high blood pressure among adults with high blood pressure, White, non-Hispanic, Crude Prevalence",0.0037420042840686217
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Age 45-64, Crude Rate",0.0037670945285869944
"Living below 150% of the poverty threshold among all people, Female, Crude Prevalence",0.003777662082232929
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Male, Crude Rate",0.0038420370985901577
"Taking medicine for high cholesterol among adults, Male, Age-adjusted Prevalence",0.0038478700211834623
"Diseases of the heart mortality among all people, underlying cause, White, non-Hispanic, Crude Rate",0.003850651696986149
"High cholesterol among adults who have been screened, Male, Age-adjusted Prevalence",0.0038564972321793764
"Severe joint pain among adults with arthritis, Age 45-64, Crude Prevalence",0.0038577508768643507
"Severe joint pain among adults with arthritis, Overall, Crude Prevalence",0.003866173445081418
"Severe joint pain among adults with arthritis, White, non-Hispanic, Crude Prevalence",0.0038702851638133433
"Severe joint pain among adults with arthritis, Female, Crude Prevalence",0.003878504731831403
"Diseases of the heart mortality among all people, underlying cause, Age >=65, Crude Rate",0.003934475699863563
"Diseases of the heart mortality among all people, underlying cause, Age 0-44, Crude Rate",0.003961170612420806
"High cholesterol among adults who have been screened, White, non-Hispanic, Crude Prevalence",0.003967055260435362
"Taking medicine for high cholesterol among adults, White, non-Hispanic, Crude Prevalence",0.0039720186387954305
"Diseases of the heart mortality among all people, underlying cause, Age 45-64, Crude Rate",0.0039793771221090166
"Taking medicine to control high blood pressure among adults with high blood pressure, White, non-Hispanic, Age-adjusted Prevalence",0.003997329911380093
"High blood pressure among adults, White, non-Hispanic, Age-adjusted Prevalence",0.004011351582776057
"Diseases of the heart mortality among all people, underlying cause, White, non-Hispanic, Age-adjusted Rate",0.004070254835505983
"High cholesterol among adults who have been screened, Female, Age-adjusted Prevalence",0.0041033833127255654
"High blood pressure among adults, Male, Crude Prevalence",0.004111853070259939
"Taking medicine to control high blood pressure among adults with high blood pressure, Male, Crude Prevalence",0.004117768463328457
"Taking medicine for high cholesterol among adults, Male, Crude Prevalence",0.004119844662587506
"High cholesterol among adults who have been screened, Male, Crude Prevalence",0.004120275590720681
"Taking medicine for high cholesterol among adults, Female, Age-adjusted Prevalence",0.004122473057580032
"Diseases of the heart mortality among all people, underlying cause, Female, Age-adjusted Rate",0.004140304372052789
"Taking medicine to control high blood pressure among adults with high blood pressure, Overall, Crude Prevalence",0.004171689458909075
"High cholesterol among adults who have been screened, White, non-Hispanic, Age-adjusted Prevalence",0.004187476638651932
"Taking medicine for high cholesterol among adults, White, non-Hispanic, Age-adjusted Prevalence",0.004188649265779244
"High blood pressure among adults, Age >=65, Crude Prevalence",0.004200885169682046
"Diseases of the heart mortality among all people, underlying cause, Overall, Age-adjusted Rate",0.004207744973432337
"Taking medicine to control high blood pressure among adults with high blood pressure, Female, Age-adjusted Prevalence",0.004234647129095223
"Diseases of the heart mortality among all people, underlying cause, Female, Crude Rate",0.00423506321240388
"Diseases of the heart mortality among all people, underlying cause, Male, Age-adjusted Rate",0.004268388502050276
"Diseases of the heart mortality among all people, underlying cause, Male, Crude Rate",0.004275082914395829
"Taking medicine to control high blood pressure among adults with high blood pressure, Age 45-64, Crude Prevalence",0.004296409053145975
"Diseases of the heart mortality among all people, underlying cause, Overall, Crude Rate",0.004312262250189166
"High blood pressure among adults, Male, Age-adjusted Prevalence",0.004322748253180686
"High cholesterol among adults who have been screened, Age 45-64, Crude Prevalence",0.004330782848225394
"Taking medicine for high cholesterol among adults, Age 45-64, Crude Prevalence",0.004337280152003324
"High blood pressure among adults, Female, Age-adjusted Prevalence",0.004344674961208647
"Taking medicine to control high blood pressure among adults with high blood pressure, Male, Age-adjusted Prevalence",0.004353575019269626
"Taking medicine to control high blood pressure among adults with high blood pressure, Age 18-44, Crude Prevalence",0.004387263337520036
"Taking medicine for high cholesterol among adults, Overall, Age-adjusted Prevalence",0.00442096986486341
"High cholesterol among adults who have been screened, Overall, Age-adjusted Prevalence",0.0044218332114424495
"High blood pressure among adults, Age 45-64, Crude Prevalence",0.004422821870261495
"High blood pressure among adults, Overall, Age-adjusted Prevalence",0.004450792349629896
"High cholesterol among adults who have been screened, Female, Crude Prevalence",0.004565619017419789
"High blood pressure among adults, Overall, Crude Prevalence",0.00457082204066452
"Taking medicine for high cholesterol among adults, Female, Crude Prevalence",0.0045758766260795775
"Taking medicine to control high blood pressure among adults with high blood pressure, Overall, Age-adjusted Prevalence",0.004597496545790174
